0.,0.,0.,0.,-1.9941127513383804e-30,1.9941118035019142e-30,-1.9941118526639664e-30
0.,0.,0.,0.,-2.1748575990967437e-30,2.174856539540039e-30,-2.1748565943939424e-30
0.,0.,0.,0.,-2.3719850213403885e-30,2.3719838367142387e-30,-2.3719838980109547e-30
0.,0.,0.,0.,-2.586979922106012e-30,2.5869785976315185e-30,-2.5869786662835296e-30
0.,0.,0.,0.,-2.8214617958020038e-30,2.8214603148487458e-30,-2.821460391526166e-30
0.,0.,0.,0.,-3.0771969268277758e-30,3.0771952712359395e-30,-3.077195356909405e-30
0.,0.,0.,0.,-3.356111694114397e-30,3.356109843245086e-30,-3.356109938812574e-30
0.,0.,0.,0.,-3.660307082390785e-30,3.660305012875129e-30,-3.6603051200477544e-30
0.,0.,0.,0.,-3.992074507588901e-30,3.992072194168473e-30,-3.9920723136248036e-30
0.,0.,0.,0.,-4.353913078393321e-30,4.3539104918125815e-30,-4.353910625350613e-30
0.,0.,0.,0.,-4.748548420335725e-30,4.748545528358198e-30,-4.748545677627622e-30
0.,0.,0.,0.,-5.1789532072336424e-30,5.178949974770554e-30,-5.178950141403944e-30
0.,0.,0.,0.,-5.648369555112827e-30,5.6483659403781795e-30,-5.648366127468912e-30
0.,0.,0.,0.,-6.160333441929047e-30,6.160329400656312e-30,-6.1603296094399825e-30
0.,0.,0.,0.,-6.718701343660822e-30,6.718696826133482e-30,-6.718697059496606e-30
0.,0.,0.,0.,-7.327679285152373e-30,7.327674234090081e-30,-7.327674495153234e-30
0.,0.,0.,0.,-7.991854522166422e-30,7.99184887455372e-30,-7.991849166892218e-30
0.,0.,0.,0.,-8.716230095236806e-30,8.716223781757112e-30,-8.716224108628577e-30
0.,0.,0.,0.,-9.506262516672551e-30,9.506255457771382e-30,-9.50625582346007e-30
0.,0.,0.,0.,-1.036790287445141e-29,1.0367894982198955e-29,-1.0367895391471768e-29
0.,0.,0.,0.,-1.1307641656592533e-29,1.130763283236673e-29,-1.1307633288467206e-29
0.,0.,0.,0.,-1.2332557642641987e-29,1.2332547778845326e-29,-1.2332548289168046e-29
0.,0.,0.,0.,-1.3450371235497406e-29,1.3450360206215103e-29,-1.3450360776874023e-29
0.,0.,0.,0.,-1.4669502597360254e-29,1.4669490267473638e-29,-1.4669490906043992e-29
0.,0.,0.,0.,-1.599913509786157e-29,1.5999121311986793e-29,-1.599912202499725e-29
0.,0.,0.,0.,-1.744928447615283e-29,1.7449269062553896e-29,-1.744926986030982e-29
0.,0.,0.,0.,-1.9030874286449762e-29,1.9030857056537154e-29,-1.9030857946479253e-29
0.,0.,0.,0.,-2.0755818195104266e-29,2.0755798930442136e-29,-2.075579992713234e-29
0.,0.,0.,0.,-2.263710970794295e-29,2.263708817065869e-29,-2.263708928208036e-29
0.,0.,0.,0.,-2.4688920048892602e-29,2.4688895970607475e-29,-2.4688897216297972e-29
0.,0.,0.,0.,-2.692670492149783e-29,2.6926678000681657e-29,-2.692667939337411e-29
0.,0.,0.,0.,-2.936732091251124e-29,2.936729081403174e-29,-2.936729237228704e-29
0.,0.,0.,0.,-3.202915248477979e-29,3.2029118833976066e-29,-3.2029120577196294e-29
0.,0.,0.,0.,-3.493225044771603e-29,3.4932212825415833e-29,-3.4932214771693676e-29
0.,0.,0.,0.,-3.809848300577216e-29,3.809844094414195e-29,-3.809844312189479e-29
0.,0.,0.,0.,-4.155170048271032e-29,4.155165345629652e-29,-4.1551655888263116e-29
0.,0.,0.,0.,-4.5317914969345855e-29,4.5317862393243294e-29,-4.5317865114027003e-29
0.,0.,0.,0.,-4.94254962793034e-29,4.9425437502118986e-29,-4.942544054397984e-29
0.,0.,0.,0.,-5.390538565696185e-29,5.390531993630583e-29,-5.390532333801899e-29
0.,0.,0.,0.,-5.879132880736004e-29,5.879125532984662e-29,-5.87912591367842e-29
0.,0.,0.,0.,-6.412013014410696e-29,6.412004800420302e-29,-6.412005225567822e-29
0.,0.,0.,0.,-6.993193000841825e-29,6.993183817005335e-29,-6.9931842924939e-29
0.,0.,0.,0.,-7.627050702164706e-29,7.627040434217199e-29,-7.627040965697753e-29
0.,0.,0.,0.,-8.318360785556054e-29,8.318349306635153e-29,-8.318349900057274e-29
0.,0.,0.,0.,-9.072330693704213e-29,9.072317859957761e-29,-9.072318523082184e-29
0.,0.,0.,0.,-9.894639865098646e-29,9.894625516085341e-29,-9.894626258725389e-29
0.,0.,0.,0.,-1.0791482519160183e-28,1.0791466477640453e-28,-1.0791467307261485e-28
0.,0.,0.,0.,-1.1769614315426085e-28,1.1769596380702503e-28,-1.1769597308108947e-28
0.,0.,0.,0.,-1.2836403241748752e-28,1.283638318958002e-28,-1.2836384227316912e-28
0.,0.,0.,0.,-1.3999885110842814e-28,1.3999862693170613e-28,-1.399986385322329e-28
0.,0.,0.,0.,-1.5268824103650904e-28,1.5268799038793713e-28,-1.5268800336537966e-28
0.,0.,0.,0.,-1.6652778772099228e-28,1.665275075017665e-28,-1.665275220033585e-28
0.,0.,0.,0.,-1.8162174050467519e-28,1.8162142724774212e-28,-1.8162144344016564e-28
0.,0.,0.,0.,-1.9808379785719207e-28,1.980834476038369e-28,-1.9808346573611647e-28
0.,0.,0.,0.,-2.1603796373483282e-28,2.160375721354667e-28,-2.160375923814023e-28
0.,0.,0.,0.,-2.356194817368305e-28,2.356190439465874e-28,-2.3561906658204064e-28
0.,0.,0.,0.,-2.5697585386716944e-28,2.5697536439716825e-28,-2.569753897398735e-28
0.,0.,0.,0.,-2.802679515844549e-28,2.8026740435497646e-28,-2.8026743267934134e-28
0.,0.,0.,0.,-3.056712276251173e-28,3.0567061581854943e-28,-3.0567064747345893e-28
0.,0.,0.,0.,-3.3337703760503023e-28,3.3337635360980034e-28,-3.333763890079731e-28
0.,0.,0.,0.,-3.635940815700677e-28,3.6359331681354243e-28,-3.635933563829217e-28
0.,0.,0.,0.,-3.9654997584452565e-28,3.9654912082891437e-28,-3.9654916505914736e-28
0.,0.,0.,0.,-4.324929677863395e-28,4.324920119001405e-28,-4.324920613569472e-28
0.,0.,0.,0.,-4.716938057563486e-28,4.71692737079844e-28,-4.716927923706732e-28
0.,0.,0.,0.,-5.144477785652492e-28,5.144465837360092e-28,-5.144466455388182e-28
0.,0.,0.,0.,-5.610769396804797e-28,5.610756038751865e-28,-5.610756729651652e-28
0.,0.,0.,0.,-6.119325333957688e-28,6.119310399078845e-28,-6.1193111712138585e-28
0.,0.,0.,0.,-6.673976403656057e-28,6.673959706108749e-28,-6.67396056996111e-28
0.,0.,0.,0.,-7.27890063561989e-28,7.278881967823657e-28,-7.278882933195742e-28
0.,0.,0.,0.,-7.938654752471218e-28,7.938633881337949e-28,-7.938634961258204e-28
0.,0.,0.,0.,-8.658208494021273e-28,8.658185160657355e-28,-8.658186367490373e-28
0.,0.,0.,0.,-9.442982056748456e-28,9.442955969705533e-28,-9.442957319077568e-28
0.,0.,0.,0.,-1.0298886915934658e-27,1.0298857749609434e-27,-1.0298859258877736e-27
0.,0.,0.,0.,-1.1232370361405013e-27,1.123233775305061e-27,-1.123233944022114e-27
0.,0.,0.,0.,-1.2250464060312266e-27,1.2250427603654639e-27,-1.2250429489617732e-27
0.,0.,0.,0.,-1.3360837023221446e-27,1.336079626510113e-27,-1.336079837417488e-27
0.,0.,0.,0.,-1.4571853378716716e-27,1.4571807808610369e-27,-1.4571810166914026e-27
0.,0.,0.,0.,-1.5892635367713543e-27,1.5892584421403751e-27,-1.5892587056265682e-27
0.,0.,0.,0.,-1.733313207202789e-27,1.733307511109246e-27,-1.733307805760423e-27
0.,0.,0.,0.,-1.8904194343298043e-27,1.89041306607502e-27,-1.8904133954652035e-27
0.,0.,0.,0.,-2.0617656553561688e-27,2.0617585354884024e-27,-2.061758903907539e-27
0.,0.,0.,0.,-2.2486425728900994e-27,2.2486346129696837e-27,-2.2486350249087298e-27
0.,0.,0.,0.,-2.452457878369003e-27,2.452448979424446e-27,-2.4524494395839775e-27
0.,0.,0.,0.,-2.674746855427585e-27,2.674736905754329e-27,-2.6747374207905704e-27
0.,0.,0.,0.,-2.9171839440313922e-27,2.9171728204381175e-27,-2.9171733959064422e-27
0.,0.,0.,0.,-3.1815953550404593e-27,3.1815829184502215e-27,-3.1815835618845807e-27
0.,0.,0.,0.,-3.469972825207336e-27,3.4699589209451e-27,-3.469959640372154e-27
0.,0.,0.,0.,-3.7844886211840465e-27,3.784473076343598e-27,-3.784473880556456e-27
0.,0.,0.,0.,-4.1275119026227155e-27,4.127494523230129e-27,-4.1274954221845314e-27
0.,0.,0.,0.,-4.501626567461183e-27,4.5016071372815705e-27,-4.5016081424154855e-27
0.,0.,0.,0.,-4.909650718002213e-27,4.909628994137452e-27,-4.909630118158661e-27
0.,0.,0.,0.,-5.354657884821981e-27,5.354633597582664e-27,-5.354634854416493e-27
0.,0.,0.,0.,-5.840000183968922e-27,5.839973030164162e-27,-5.839974434831319e-27
0.,0.,0.,0.,-6.369333562568416e-27,6.36930320455698e-27,-6.3693047750627984e-27
0.,0.,0.,0.,-6.946645342004826e-27,6.94661140140957e-27,-6.946613157751137e-27
0.,0.,0.,0.,-7.576284251901619e-27,7.576246305495699e-27,-7.576248269083811e-27
0.,0.,0.,0.,-8.262993186294858e-27,8.26295076249308e-27,-8.262952956253585e-27
0.,0.,0.,0.,-9.011944933747044e-27,9.011897502404793e-27,-9.011899956605891e-27
0.,0.,0.,0.,-9.828781138878082e-27,9.828728110455313e-27,-9.828730854193794e-27
0.,0.,0.,0.,-1.0719654803986759e-26,1.071959551758297e-26,-1.0719598585205314e-26
0.,0.,0.,0.,-1.1691276633029972e-26,1.1691210349229178e-26,-1.1691213778396014e-26
0.,0.,0.,0.,-1.2750965584673945e-26,1.2750891478921886e-26,-1.2750895312316514e-26
0.,0.,0.,0.,-1.390670400267925e-26,1.3906621152556867e-26,-1.3906625438170342e-26
0.,0.,0.,0.,-1.516719774756581e-26,1.5167105120503533e-26,-1.516710991132356e-26
0.,0.,0.,0.,-1.6541941771869226e-26,1.6541838211699265e-26,-1.654184356800088e-26
0.,0.,0.,0.,-1.804129164160688e-26,1.8041175859561379e-26,-1.8041181847643194e-26
0.,0.,0.,0.,-1.9676541548061947e-26,1.9676412102916703e-26,-1.9676418801235677e-26
0.,0.,0.,0.,-2.1460009382204862e-26,2.1459864660650331e-26,-2.1459872149217625e-26
0.,0.,0.,0.,-2.34051295193126e-26,2.340496771905404e-26,-2.3404976090123316e-26
0.,0.,0.,0.,-2.5526554014197877e-26,2.5526373120394828e-26,-2.5526382479584846e-26
0.,0.,0.,0.,-2.7840262980709595e-26,2.784006073954681e-26,-2.7840071202658613e-26
