0.000012825645753773672,6.856195275931861*^-18+0.*I,6.85619527842867*^-18+0.*I,6.856195265562915*^-18+0.*I,-3.4280976443988085*^-18-1.410023316737741*^-27*I,-3.428097631533053*^-18+1.4100189486000587*^-27*I,-3.4280976340298613*^-18-1.410019174646723*^-27*I
0.00001298560704804432,7.385523193754094*^-18+0.*I,7.385523196443666*^-18+0.*I,7.385523182584618*^-18+0.*I,-3.6927616038065705*^-18-1.5378267847145429*^-27*I,-3.692761589947523*^-18+1.537821901137514*^-27*I,-3.692761592637096*^-18-1.5378221536520538*^-27*I
0.00001314756337758695,7.955717510873951*^-18+0.*I,7.955717513771171*^-18+0.*I,7.955717498842145*^-18+0.*I,-3.977858762901488*^-18-1.677214265436778*^-27*I,-3.9778587479724626*^-18+1.6772088053767532*^-27*I,-3.977858750869682*^-18-1.6772090878933343*^-27*I
0.000013311539624456654,8.569933289187142*^-18+0.*I,8.569933292308039*^-18+0.*I,8.569933276226429*^-18+0.*I,-4.284966652634376*^-18-1.829235725438367*^-27*I,-4.284966636552766*^-18+1.8292296211481146*^-27*I,-4.284966639673663*^-18-1.8292299369403607*^-27*I
0.000013477560981037178,9.231569174896767*^-18+0.*I,9.231569178258611*^-18+0.*I,9.231569160935431*^-18+0.*I,-4.6157845961099736*^-18-1.9950362996814107*^-27*I,-4.615784578786793*^-18+1.9950294749757447*^-27*I,-4.615784582148637*^-18-1.995029828060568*^-27*I
0.000013645652953911445,9.944286204261689*^-18+0.*I,9.944286207883081*^-18+0.*I,9.944286189222478*^-18+0.*I,-4.972143111461146*^-18-2.175864917304494*^-27*I,-4.972143092800542*^-18+2.175857286730036*^-27*I,-4.972143096421935*^-18-2.1758576817812988*^-27*I
0.000013815841367780082,1.0712028061227324*^-17+0.*I,1.0712028065128305*^-17+0.*I,1.0712028045027022*^-17+0.*I,-5.3560140406643036*^-18-2.3730837089937527*^-27*I,-5.356014020563021*^-18+2.3730751783523068*^-27*I,-5.356014024464001*^-18-2.373075619651615*^-27*I
0.000013988152369429088,1.1539042899032442*^-17+0.*I,1.1539042903234595*^-17+0.*I,1.1539042881581406*^-17+0.*I,-5.7695214603428155*^-18-2.588178268867166*^-27*I,-5.769521438689627*^-18+2.5881687313747594*^-27*I,-5.769521442891779*^-18-2.5881692247682455*^-27*I
0.000014162612431746822,1.2429906846535696*^-17+0.*I,1.2429906851062274*^-17+0.*I,1.2429906827737366*^-17+0.*I,-6.214953434930302*^-18-2.822768843432954*^-27*I,-6.214953411605394*^-18+2.8227581805159537*^-27*I,-6.214953416131971*^-18-2.82275873210788*^-27*I
0.000014339248357791263,1.3389549329330853*^-17+0.*I,1.3389549334206901*^-17+0.*I,1.338954930908121*^-17+0.*I,-6.694774677228272*^-18-3.0786225380446193*^-27*I,-6.69477465210258*^-18+3.0786106166387257*^-27*I,-6.694774656978629*^-18-3.0786112333758063*^-27*I
