5.000000000000010e-06,3.610100981660052e-20,3.610100987052782e-20,-2.068698706222989e-29
5.062359937792453e-06,3.888816459725078e-20,3.888816465534151e-20,-2.065834460528516e-29
5.125497627953191e-06,4.189049983077709e-20,4.189049989335268e-20,-2.062109457804040e-29
5.189422770600075e-06,4.512462838223314e-20,4.512462844963983e-20,-2.057488255807411e-29
5.254145186830737e-06,4.860844570193338e-20,4.860844577454416e-20,-2.051934198632564e-29
5.319674820231383e-06,5.236122884659235e-20,5.236122892480900e-20,-2.045409376465789e-29
5.386021738404514e-06,5.640374314533057e-20,5.640374322958589e-20,-2.037874583992472e-29
5.453196134515633e-06,6.075835710075429e-20,6.075835719151449e-20,-2.029289277407976e-29
5.521208328859310e-06,6.544916616090047e-20,6.544916625866774e-20,-2.019611529984659e-29
5.590068770444667e-06,7.050212604690461e-20,7.050212615221994e-20,-2.008797986145413e-29
5.659788038600748e-06,7.594519637414894e-20,7.594519648759507e-20,-1.996803813992252e-29
5.730376844601848e-06,8.180849536158043e-20,8.180849548378509e-20,-1.983582656236780e-29
5.801846033313173e-06,8.812446648526338e-20,8.812446661690277e-20,-1.969086579477379e-29
5.874206584856922e-06,9.492805799829792e-20,9.492805814010045e-20,-1.953266021766123e-29
5.947469616299249e-06,1.022569163104625e-19,1.022569164632128e-19,-1.936069738406302e-29
6.021646383358210e-06,1.101515942975959e-19,1.101515944621392e-19,-1.917444745919431e-29
6.096748282133071e-06,1.186557756933721e-19,1.186557758706188e-19,-1.897336264118394e-29
6.172786850855072e-06,1.278165168050770e-19,1.278165169960080e-19,-1.875687656221218e-29
6.249773771660138e-06,1.376845068909034e-19,1.376845070965750e-19,-1.852440366937525e-29
6.327720872383639e-06,1.483143486394892e-19,1.483143488610396e-19,-1.827533858457414e-29
6.406640128377597e-06,1.597648603037006e-19,1.597648605423556e-19,-1.800905544269954e-29
6.486543664350436e-06,1.720994011604298e-19,1.720994014175101e-19,-1.772490720735985e-29
6.567443756229808e-06,1.853862220973169e-19,1.853862223742448e-19,-1.742222496337085e-29
6.649352833048565e-06,1.996988432662673e-19,1.996988435645753e-19,-1.710031718519964e-29
6.732283478854348e-06,2.151164608934705e-19,2.151164612148092e-19,-1.675846898052513e-29
6.816248434642838e-06,2.317243854968821e-19,2.317243858430295e-19,-1.639594130804941e-29
6.901260600315271e-06,2.496145139360165e-19,2.496145143088880e-19,-1.601197016866104e-29
6.987333036660277e-06,2.688858379060047e-19,2.688858383076635e-19,-1.560576576902170e-29
7.074478967360519e-06,2.896449916896105e-19,2.896449921222791e-19,-1.517651165661275e-29
7.162711781024229e-06,3.120068421980340e-19,3.120068426641064e-19,-1.472336382524528e-29
7.252045033242204e-06,3.360951245654453e-19,3.360951250675006e-19,-1.424544979000016e-29
7.342492448670384e-06,3.620431268141394e-19,3.620431273549555e-19,-1.374186763052903e-29
7.434067923138498e-06,3.899944273788228e-19,3.899944279613923e-19,-1.321168500160775e-29
7.526785525784840e-06,4.201036895709118e-19,4.201036901984583e-19,-1.265393810979622e-29
7.620659501217841e-06,4.525375173789485e-19,4.525375180549442e-19,-1.206763065501404e-29
7.715704271704492e-06,4.874753773404693e-19,4.874753780686549e-19,-1.145173273580259e-29
7.811934439386168e-06,5.251105915863968e-19,5.251105923708014e-19,-1.080517971699707e-29
7.909364788521921e-06,5.656514075526767e-19,5.656514083976407e-19,-1.012687105848904e-29
8.008010287759914e-06,6.093221502783263e-19,6.093221511885253e-19,-9.415669103709460e-30
8.107886092437087e-06,6.563644636658227e-19,6.563644646462929e-19,-8.670397826415965e-30
8.209007546907605e-06,7.070386475721842e-19,7.070386486283509e-19,-7.889841534315150e-30
8.311390186900177e-06,7.616250981291686e-19,7.616250992668760e-19,-7.072743528000377e-30
8.415049741904939e-06,8.204258592624670e-19,8.204258604880104e-19,-6.217804713627173e-30
8.520002137590023e-06,8.837662939948229e-19,8.837662953149836e-19,-5.323682167695311e-30
8.626263498248342e-06,9.519968847809955e-19,9.519968862030781e-19,-4.388987652245233e-30
8.733850149274740e-06,1.025495172836232e-18,1.025495174368106e-18,-3.412286078718680e-30
8.842778619674197e-06,1.104667847189348e-18,1.104667848839489e-18,-2.392093918665460e-30
8.953065644601226e-06,1.189952995019629e-18,1.189952996797168e-18,-1.326877559417860e-30
